item_id,item_type,group_id,status,note,context
C019@S25.003,claim,C019,located,,"Like the other short-lived campaigns, Ferrara’s 0.7-6.8 h lifetimes mean it cannot confirm or deny the IMS positive trend; what it does add is a second independent replication on a modern (2024) rig."
C019@S31.013,claim,C019,located,,"The failure mode is the same as on IMS test 1: Deep SVDD fires very late in the run, because its threshold requires substantial encoder-distance growth from the trained center before alarming, so on s"
C019@S34.004,claim,C019,located,,"On ONGC the data is already smoothed at the 10 s historian rate, so further aggregation adds little; on XJTU the bearings are short-lived and many fail abruptly, so there is little quiet runway over w"
C019@S37.007,claim,C019,located,,"The three campaigns that supply statistical power—XJTU-SY, FEMTO/PRONOSTIA and University of Ferrara—comprise bearings whose total lifetimes span roughly 0.7 to 8.9 h, so an aggregation effect of the "
C019@S38.004,claim,C019,located,,"That null is bounded by the scale of the evidence: the three campaigns supplying the statistical power comprise bearings of 0.7-8.9 h total life, on which an aggregation effect of the magnitude seen o"
C019@S38.005,claim,C019,located,,"On the short-lived bearings tested, the deep reconstruction models do not overtake the control charts at any training fraction in [0.20, 0.60]; whether a crossover exists on long-runway assets is left"
C019@fig:conformal.cap04,claim,C019,located,,"(c) FEMTO/PRONOSTIA: no bearing honors the bound at α = 0.05, because the short, non-stationary pre-onset regions of these 1.4-7.8 h bearings cannot support it."
C019@fig:tradeoffs.cap03,claim,C019,located,,"(b) The ten XJTU-SY bearings: the same qualitative shape at the shorter absolute lead times these short-lived bearings permit, showing that the operating-point selection generalizes."
C020@S08.017,claim,C020,located,,The single accelerometer channel is duplicated into the two channel slots so the channel-invariant feature schema applies unchanged.
C020@S11.002,claim,C020,located,,A naive feature scheme that concatenates per-channel statistics and all cross-channel pairs is channel-count dependent and ill-posed: it produces 445 features for a 4-channel run and 1465 for an 8-cha
C020@S11.005,claim,C020,located,,This yields a fixed 49-dimensional space that is identical across 4and 8-channel assets and directly comparable across datasets.
C020@S33.004,claim,C020,located,,"Third, a p < n, channel-invariant feature space removes the ill-posedness of a channel-countdependent scheme."
C020@S42.002,claim,C020,located,,"Table 18 gives the architectures and training protocol of the four deep models, transcribed from the same source, with trainable parameter counts measured at the 49-dimensional invariant feature width"
C020@tab:compute.cap01,claim,C020,located,,"Per-detector compute cost on the largest IMS run (631 train / 506 test windows, 49-dimensional invariant features, one core of an Intel Core i5-13420H, median of five repeats)."
C020@tab:deeparch.cap03,claim,C020,located,,Parameter counts are measured at the 49-dimensional invariant feature width (Appendix B).
C020@tab:basestats.cap01,claim,C020,located,,The six per-snapshot base statistics from which the 49-dim invariant space is built.
C020@tab:d17label.cap04,claim,C020,located,,Both arms are computed on the 49-dimensional invariant feature schema so that the contrast isolates the label alone.
C021@S11.006,claim,C021,located,,A train-fit variance top-k selection (k ≤ 50) then guarantees p < n.
C021@S11.007,claim,C021,located,,"All scaling is fit on the training split only, so no test-region statistic leaks into the features."
C021@S33.004,claim,C021,located,,"Third, a p < n, channel-invariant feature space removes the ill-posedness of a channel-countdependent scheme."
C021@S43.003,claim,C021,located,,"A train-fit variance top-k selection (k ≤ 50) keeps p < n, and every statistic is fit on the training split only, so no test-region information leaks into the features."
C022@S12.005,claim,C022,located,,"With band β = µb + kσb (default k = 4), the onset is the start of the last sustained excursion above β before failure, to = min{ t ∈ Rlast : h(t) > β }, (2) where Rlast is the final run of consecutive"
C022@S12.006,claim,C022,located,,"Using the last sustained excursion makes the onset robust to early run-in transients and to the single trailing machine-off sample, both of which can otherwise spuriously mark an early onset."
C022@S12.008,claim,C022,located,,Algorithm 1 Leakage-free terminal degradation onset The terminal-excursion rule has a predictable bias.
C022@S12.009,claim,C022,located,,"The onset fires at the first sample of the last sustained excursion above the band β = µb + kσb, so for a degradation ramp of slope m the estimator is late by approximately kσb/m, with a standard devi"
C023@S01.017,claim,C023,located,,We make lead time gated by a leakage-free falsealarm rate the primary metric—warning time counts only when the pre-onset false-alarm rate is within budget—so that the degenerate latch-on detector is p
C023@S01.024,claim,C023,located,,"Warning time is credited only when the false-alarm rate over a data-anchored, leakage-free pre-onset region is within a stated budget."
C023@S12.004,claim,C023,located,,The default indicator is the element-wise maximum of two baseline-standardized trends—the mean-RMS trend and the mean-kurtosis trend— so that it responds to whichever degradation mode (amplitude growt
C023@S12.008,claim,C023,located,,Algorithm 1 Leakage-free terminal degradation onset The terminal-excursion rule has a predictable bias.
C023@S19.003,claim,C023,located,,"The released environment is pinned to the exact package versions that produced the numbers reported here, and a test suite (168 tests) asserts the metric’s ungameability properties, the leakage-free o"
C023@S37.017,claim,C023,located,,"The onset definition, although leakage-free and stable to its threshold multiplier across k ∈ {3, 4, 5} (Table 3), is not the ground-truth defect-initiation time, which is unobservable in these datase"
C023@S40.001,claim,C023,located,,"All code—detectors, the leakage-free onset, the gated metric, the sampling sweep, the conformal wrapper, the run-level statistical harness, and the noise/denoiser mechanism test—is released with a pin"
C023@fig:health.cap02,claim,C023,located,,Health-indicator trajectory for IMS Bearing test 2 with the leakage-free degradation onset and failure markers.
C023@fig:health.cap03,claim,C023,located,,"The baseline mean and standard deviation use only the shaded m un training region, so the onset cannot see the test data. on"
C024@S12.008,claim,C024,located,,Algorithm 1 Leakage-free terminal degradation onset The terminal-excursion rule has a predictable bias.
C024@S12.009,claim,C024,located,,"The onset fires at the first sample of the last sustained excursion above the band β = µb + kσb, so for a degradation ramp of slope m the estimator is late by approximately kσb/m, with a standard devi"
C024@S12.010,claim,C024,located,,"The persistence requirement P does not enter this bias: Algorithm 1 returns min Rlast, the start of the qualifying run, so P governs which excursions are admitted rather than delaying the timestamp re"
C024@S12.011,claim,C024,located,,"Both bias and spread scale inversely with the ramp slope: the estimator is near-unbiased and stable under abrupt degradation, where the delay falls to the sampling interval ∆t alone, and systematicall"
C025@S12.013,claim,C025,located,,"The persistence (5 samples) and gap (10 samples) tolerances of Algorithm 1 are fixed in samples of the health-indicator series, not physical time, and are held constant across datasets."
C025@S12.014,claim,C025,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
C025@S12.015,claim,C025,located,,This keeps the onset rule algorithmically identical everywhere at the price of exact physical-time comparability; the difference is negligible for long records but non-trivial for the shortest bearing
C025@tab:hyperparams.cap02,claim,C025,located,,The onset persistence/gap tolerances are in samples of the health-indicator series.
C026@S12.016,claim,C026,located,,Caveat: onset positions on bearings with total lifetime below 2 h are treated as fragile throughout; per-bearing results in Tables 5 and 9 flag these cases explicitly rather than silently discarding t
C027@S13.004,claim,C027,located,,"An alarm is valid if and only if L > 0 ∧ FARpre ≤ τ, (5) with budget τ = 0.10 throughout."
C028@S13.005,claim,C028,located,,"Where the pre-onset region is empty—the onset estimator places to at or before the first scored window—FARpre is undefined, so the alarm cannot be gated and is excluded from the validity denominator r"
C029@S14.009,claim,C029,located,,"The deep sequence models carry a caveat: across bearings and training fractions these runs furnish between 20 and 335 normal training windows, with a median of 88 at the default split, so the models a"
C029@S31.014,claim,C029,located,,"This is a bearing-lifetime constraint, not a training-data constraint: the model is not data-starved in the usual sense but structurally unable to alarm early enough on runs this short."
C029@S31.017,claim,C029,located,,"This is a statement about a data regime, not about the architectures: across bearings and training fractions these runs furnish between 20 and 335 normal training windows, whereas the models carry 2.0"
